,operation,property_type,place_name,place_with_parent_names,country_name,state_name,geonames_id,lat-lon,lat,lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url,description,title,image_thumbnail
0,sell,PH,Mataderos,|Argentina|Capital Federal|Mataderos|,Argentina,Capital Federal,3430787.0,"-34.6618237,-58.5088387",-34.6618237,-58.5088387,62000.0,USD,1093959.0,62000.0,55.0,40.0,1127.2727272727273,1550.0,,,,http://www.properati.com.ar/15bo8_venta_ph_mataderos_lavadero_patio_inmobiliaria-fedele,"2 AMBIENTES TIPO CASA PLANTA BAJA POR PASILLO, REFACCIONADO A NUEVO, PATIO GRANDE, CON LAVADERO, LIVING COMEDOR CON COCINA INTEGRADA, ARTEFACTO DE COCINA, ALACENA, BAÑO COMPLETO, Y DORMITORIO. TODO EN EXCELENTE ESTADO, PARA HABITAR.NO ES APTO CREDITO Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).",2 AMB TIPO CASA SIN EXPENSAS EN PB,https://thumbs4.properati.com/8/BluUYiHJLhgIIKufMJMwHtquzhk=/trim/198x0/smart/filters:strip_icc()/inmobiliariafedele.com/photos/CARHUE%202278-IMG_3400.JPG
1,sell,apartment,La Plata,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,Argentina,Bs.As. G.B.A. Zona Sur,3432039.0,"-34.9038831,-57.9643295",-34.9038831,-57.964329500000005,150000.0,USD,2646675.0,150000.0,,,,,,,,http://www.properati.com.ar/15bob_venta_departamentos_la-plata_balcon_lavadero_toilette_garage_estrenar_antonini-propiedades_dcp,"Venta de departamento en décimo piso al frente, a estrenar. Living comedor con ventanales hacia el balcón con pisos de madera. Cocina completa con doble mesada, muebles bajo mesada. Lavadero separado. Toilette.Dormitorio con placard. Segundo dormitorio a dividir. Calefacción por radiadorBaño completo.Balcón corrido. Posibilidad de cochera semicubierta. U$D 20.000                     Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).",VENTA Depto 2 dorm. a estrenar 7 e/ 36 y 37               ,https://thumbs4.properati.com/7/ikpVBu2ztHA7jv45KAKirGL3JM8=/trim/198x0/smart/filters:strip_icc()/antoninipropiedades.com/photos/401-1-7%20y%2037%2010A%201.jpg
2,sell,apartment,Mataderos,|Argentina|Capital Federal|Mataderos|,Argentina,Capital Federal,3430787.0,"-34.6522615,-58.5229825",-34.6522615,-58.5229825,72000.0,USD,1270404.0,72000.0,55.0,55.0,1309.090909090909,1309.090909090909,,,,http://www.properati.com.ar/15bod_venta_departamentos_mataderos_lavadero_placard_inmobiliaria-fedele,"2 AMBIENTES 3ER PISO LATERAL LIVING COMEDOR AMPLIO COCINA SEPARADA CON LAVADERO, BAÑO COMPLETO Y DORMITORIO CON PLACARD. BAJAS EXPENSAS, EXCELENTE UBICACION     Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).",2 AMB 3ER PISO CON ASCENSOR APTO CREDITO,https://thumbs4.properati.com/5/SXKr34F_IwG3W_Ejwfu6QpW4cH0=/trim/198x0/smart/filters:strip_icc()/inmobiliariafedele.com/photos/GUAMINI%201171-IMG_3403.JPG
3,sell,PH,Liniers,|Argentina|Capital Federal|Liniers|,Argentina,Capital Federal,3431333.0,"-34.6477969,-58.5164244",-34.647796899999996,-58.5164244,95000.0,USD,1676227.5,95000.0,,,,,,,,http://www.properati.com.ar/15boh_venta_ph_liniers_patio_g-goffredo,"PH 3 ambientes con patio. Hay 3 deptos en lote, 2 en PB y 1 en 1º piso.Reciclado a nuevo. ""Muy buen estado""     Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).",PH 3 amb. cfte. reciclado   ,https://thumbs4.properati.com/3/DgIfX-85Mog5SPyleyeQlIypI8w=/trim/198x0/smart/filters:strip_icc()/ggoffredo.com/photos/GG0040-1563480102.jpg
4,sell,apartment,Centro,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|Centro|,Argentina,Buenos Aires Costa Atlántica,3435548.0,"-38.0026256,-57.5494468",-38.0026256,-57.5494468,64000.0,USD,1129248.0,64000.0,35.0,35.0,1828.571428571429,1828.571428571429,,,,http://www.properati.com.ar/15bok_venta_departamentos_centro_cristina-pavone-negocios-inmobiliarios,"DEPARTAMENTO CON FANTÁSTICA ILUMINACIÓN NATURAL,  AL CONTRAFRENTE, EDIFICIO DE POCAS UNIDADES Y MUY BIEN CONSERVADO. EN ESTADO ORIGINAL.-POSEE: 1 DORMITORIOS,  1 BAÑO COMPLETO, LIVING COMEDOR Y COCINA SEPARADA.-EN ESTADO ORIGINAL.- Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).",DEPTO 2 AMB AL CONTRAFRENTE ZONA CENTRO/PLAZA MITRE,https://thumbs4.properati.com/5/xrRqlNcSI_vs-f5l8TrxdY-0kvs=/trim/198x0/smart/filters:strip_icc()/cristinapavone.com/photos/66-thumbnail_20170126_120753_1485788428321_resized.jpg
5,sell,house,Gualeguaychú,|Argentina|Entre Ríos|Gualeguaychú|,Argentina,Entre Ríos,3433657.0,"-33.0140714,-58.519828",-33.0140714,-58.519828000000004,,,,,53.0,,,,,,,http://www.properati.com.ar/15bop_venta_departamentos_malagueno_luminoso_placard_inmobiliaria-echegaray,"Casa en el perímetro del barrio 338, ubicada en el extremo sur este del barrio, sobre calle 3 de caballería casi Nágera. Vista libre a terreno en frente.Consta de dos dormitorios, baño, living cocina comedor integrado de buen tamaño, lavadero con despensero en aluminio.Patio privado con churrasquera, tapiales y puerta de acceso de servicio. Frente con rejas y pequeño patio con verde, porch de acceso.Gas natural en la puerta. Aire acondicionado frío/calor. Baulera para guardado sobre pasillo. Muy buen estado en general de pisos, revestimientos, pintura, etc.Apto crédito. Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).","Casa Barrio 338. Sobre calle 3 de caballería, casi Nágera. Dos habit. Muy buen estado, patio con tapiales.",https://thumbs4.properati.com/6/q-w68gvaUEQVXI3TBNmm4LNEFvY=/trim/198x0/smart/filters:strip_icc()/bibelprop.com.ar/photos/114-1-IMG_20170715_131646407_HDR.jpg
6,sell,PH,Munro,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Munro|,Argentina,Bs.As. G.B.A. Zona Norte,3430511.0,"-34.5329567,-58.5217825",-34.53295670000001,-58.52178249999999,130000.0,USD,2293785.0,130000.0,106.0,78.0,1226.4150943396226,1666.666666666667,,,,http://www.properati.com.ar/15bor_venta_ph_munro_lavadero_patio_garage_alejandra-maradona-inmobiliaria,MUY BUEN PH AL FRENTE CON ENTRADA INDEPENDIENTE - SIN EXPENSAS! TODO EN  PLANTA BAJA DOS DORMITORIOS (pisos de pinotea) - LIVING - COCINA COMEDOR - BAÑO - PATIO - GALPÓN Y LAVADERO EN EL PATIOEN MUY BUEN ESTADO - INMEJORABLE UBICACIÓN - A 1 CUADRA DE LA ESTACIÓN DE MUNRO -  CERCA DE MAS DE 6 LINEAS DE COLECTIVOS - A 2 CUADRAS DEL CENTRO UNIVERSITARIO. 106 m2 TOTALES: 78 m2 CUBIERTOS Y 28 m2 DESCUBIERTOSAPTO PROFESIONAL                                                 Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).,"MUY BUEN PH AL FRENTE DOS DORMITORIOS , PATIO, EXCELENTE UBICACION EN MUNRO                                    ",https://thumbs4.properati.com/5/6GOXsHCyDu1aGxDqan1MqQtN9OA=/trim/198x0/smart/filters:strip_icc()/alejandramaradonainmobiliaria.com/photos/23-1-20170127_161019_1485618510733.jpg
7,sell,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,Argentina,Capital Federal,3436077.0,"-34.5598729,-58.443362",-34.5598729,-58.443362,138000.0,USD,2434941.0,138000.0,45.0,40.0,3066.666666666666,3450.0,,,,http://www.properati.com.ar/15bot_venta_departamentos_belgrano_lavadero_piscina_luminoso_estrenar_estilo-inmobiliario_dl8,"EXCELENTE MONOAMBIENTE A ESTRENAR AMPLIO SUPER LUMINOSO ...PISO ALTO COCINA AMERICANA. BAÑO COMPLETO PILETA ,SOLARIUM, LAUNDRY APTO PROFESIONALPROXIMO AV DEL LIBERTADOR  MUY BUENA ZONA !!!! Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).","JOSE HERNANDEZ 1400 MONOAMBIENTE  ESTRENAR CATEGORIA , VENTA",https://thumbs4.properati.com/1/IHxARynlr8sPEWmzhxVZ2cfRb6M=/trim/198x0/smart/filters:strip_icc()/estiloinmobiliarios.com/photos/179-hernandez%201400%20amb.jpg
8,sell,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,Argentina,Capital Federal,3436077.0,"-34.5598729,-58.443362",-34.5598729,-58.443362,195000.0,USD,3440677.5,195000.0,65.0,60.0,3000.0,3250.0,,,,http://www.properati.com.ar/15bou_venta_departamentos_belgrano_lavadero_piscina_luminoso_estrenar_estilo-inmobiliario_dl8,"EXCELENTE DOS AMBIENTES  ESTRENAR AMPLIO SUPER LUMINOSO ...PISO ALTO COCINA AMERICANA. BAÑO COMPLETO PILETA ,SOLARIUM, LAUNDRY APTO PROFESIONALPROXIMO AV DEL LIBERTADOR  MUY BUENA ZONA !!!! Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).","JOSE HERNANDEZ   1400 DOS AMBIENTES ESTRENAR , CATEGORIA , VENTA",https://thumbs4.properati.com/2/J3zOjgaFHrkvnvLRERHvIUhHHb4=/trim/198x0/smart/filters:strip_icc()/estiloinmobiliarios.com/photos/180-hernandez%201400%20amb.jpg
9,sell,house,Rosario,|Argentina|Santa Fe|Rosario|,Argentina,Santa Fe,3838574.0,"-32.942031,-60.7259192",-32.942031,-60.72591920000001,460000.0,ARS,455201.45,25798.49,,,,,,,,http://www.properati.com.ar/15box_venta_casa_rosario_patio_administracion-centro,"MEDNOZA AL 7600A UNA CUADRA DE CALLE MENDOZAWHITE 7637 SECTOR E MONOBLOK 67LISTO PARA ESCRITURARPLANTA BAJA CON PATIO2 DORMITORIOSLIVING COMEDORCOCINA INDEPENDIENTELAVADEROPATIOS ADELANTE Y ATRÁSLUMINOSO, MUY BUENA VENTILACIÓNIMPUESTOS Y SERVICIOS AL DIADEUDA DE LA VIVIENDA TOTALMENTE CANCELADA         Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).",WHITE 7637 - 2 DORMITORIOS CON PATIO      ,https://thumbs4.properati.com/8/RCf1YEWdF4rv98wKqeDU5Sd7ThE=/trim/198x0/smart/filters:strip_icc()/centro.com.ar/photos/000-20170126_100559.jpg
10,sell,house,Córdoba,|Argentina|Córdoba|Córdoba|,Argentina,Córdoba,3860259.0,"-31.4200833,-64.1887761",-31.420083299999998,-64.18877610000001,70000.0,USD,1235115.0,70000.0,1514.0,,46.23513870541612,,,,,http://www.properati.com.ar/15boy_venta_casa_cordoba_garage_cornejo-propiedades,"Hermosa casa sin terminar de 3 dormitorios, baño, living comedor, cocina, cochera.Techo de Madera. Con escritura y servicios. Lote de 1514 metros.                     Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).",Casa sin terminar en Falda de Cañete.             ,https://thumbs4.properati.com/3/mQkhIxXpTTbMScJsc2IpYGy5gSQ=/trim/198x0/smart/filters:strip_icc()/cornejopropiedades.com/photos/09-20160625_172056.jpg
11,sell,house,San Miguel,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,Argentina,Bs.As. G.B.A. Zona Norte,,"-34.5390571,-58.7196093",-34.5390571,-58.7196093,150000.0,USD,2646675.0,150000.0,,,,,,,,http://www.properati.com.ar/15bp0_venta_casa_san-miguel_jardin_lavadero_placard_erika-propiedades,"Entrada de Coche, Jardin, Living en desnivel, Comedor, Cocina, Toillete, 2 Dormitorios con placard, Baño, Payrrom, lavadero, galeria.Independiente DEPTO 1 ambiente con cocina, baño Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).",CHALET ,https://thumbs4.properati.com/4/pH0MnS_2zCGOHRjDwCvDGa9d3vI=/trim/198x0/smart/filters:strip_icc()/erikapropiedades.com/photos/V185-Guemes%20N%C2%B0%201393%20(13).jpg
12,sell,apartment,Martínez,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,Argentina,Bs.As. G.B.A. Zona Norte,3430813.0,"-34.4860195,-58.5038139",-34.4860195,-58.5038139,115000.0,USD,2029117.5,115000.0,39.0,36.0,2948.717948717949,3194.444444444445,,,,http://www.properati.com.ar/15bp4_venta_departamentos_martinez_balcon_terraza_luminoso_aire-acondicionado_cano-russo-negocios-inmobiliarios,"EXCELENTE DEPARTAMENTO 2 AMBIENTES CONTRAFRENTE CON BALCON A PULMON DE MANZANA.A SOLO MEDIA CUADRA DE LA AV. SANTA FE.LIVING                   3,06 X 5,30 DORMITORIO          2,80 X 3,60     BAÑO                     1,55 X 2,11     COCINA                  1,60 X 3,13    BALCON                  4,61 X 1 POSEE DOS AIRES ACONDICIONADOS NUEVOS.TERRAZA.total cubiertos: 35,66semi  3,56total: 39,22     Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).",EXCELENTE DEPARTAMENTO 2 AMBIENTES CONTRAFRENTE CON BALCON   ,https://thumbs4.properati.com/6/wgSui4rTYqPncOiibaVPcmXft6Q=/trim/198x0/smart/filters:strip_icc()/canorussopropiedades.com/photos/301-DSC_0114.JPG
13,sell,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,Argentina,Capital Federal,3430234.0,,,,111700.0,USD,1970890.65,111700.0,50.0,30.0,2234.0,3723.333333333334,,1.0,,http://www.properati.com.ar/15bp9_venta_departamentos_palermo-soho_gimnasio_piscina_terraza_sauna_subte-linea-b_rg-montes_du0," Torre I Mondrian. 3 ambientes con terraza y dos baños al frente.Vitraux ofrece en el ultimo nivel, Piscina con Solarium, un espacio con Sala de Reunión para uso profesional, eventos o proyecciones con un amplio Foyer, Sauna, Gimnasio, un Salón de Usos Múltiples con cocina y una amplia expansión. Asimismo cuenta con un Hall en Doble altura y un amplio Estar que balconea al mismo en el primer piso.Así destaca la Excelente Relación de espacios de uso común sobre el metro propio, sobre todo en Studios que rondan los 30 metros propios y pueden gozar de todos los diferentes usos especiales.",Vitraux Palermo,https://thumbs4.properati.com/2/ZTUjkRzTz6YvcUeEoqM-LnrvhUk=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/151/390803/files/3524681.jpg
14,sell,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,Argentina,Capital Federal,3430234.0,,,,147900.0,USD,2609621.55,147900.0,42.0,31.0,3521.4285714285716,4770.967741935484,,1.0,,http://www.properati.com.ar/15bpa_venta_departamentos_palermo-soho_gimnasio_piscina_sauna_subte-linea-b_rg-montes_du0,"Torre II Dalí. Ambiente unico divisible.Vitraux ofrece en el ultimo nivel, Piscina con Solarium, un espacio con Sala de Reunión para uso profesional, eventos o proyecciones con un amplio Foyer, Sauna, Gimnasio, un Salón de Usos Múltiples con cocina y una amplia expansión. Asimismo cuenta con un Hall en Doble altura y un amplio Estar que balconea al mismo en el primer piso.Así destaca la Excelente Relación de espacios de uso común sobre el metro propio, sobre todo en Studios que rondan los 30 metros propios y pueden gozar de todos los diferentes usos especiales.",Vitraux Palermo,https://thumbs4.properati.com/8/Uay2dC732CNlRwJbuNChIcAfE1w=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/151/390825/files/3524830.jpg
15,sell,house,Bella Vista,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,Argentina,Bs.As. G.B.A. Zona Norte,3436061.0,"-34.5879112015,-58.6987828445",-34.5879112015,-58.698782844499995,250000.0,USD,4411125.0,250000.0,164.0,,1524.3902439024394,,,,,http://www.properati.com.ar/15bpd_venta_casa_bella-vista_suite_jardin_patio_toilette_garage_placard_inmobiliaria-victor-lopez_9mf,"ULTIMA UNIDAD DISPONIBLEHAUS BOULEVARD: Metros Cubiertos: 115,23m²Contado U$D250.000HAUS VILLAGE es un complejo residencial de 20 casas con cochera y jardín propio, dentro del Barrio Cerrado Buenos Aires Village.Todas las unidades tienen entrada para auto, en planta baja cuentan con un toilette, living comedor con cocina separada.Patio exclusivo y, en planta alta, 3 dormitorios con espacio para placard (uno en suite).Realizados en una estructura monolítica de Hormigón Armado sobre platea de fundación y aberturas de PVC con DVH. La calidad de la construcción conjuga lo moderno y lo funcional, con un cuidado especial por lo estético. Son amplias superficies vidriadas que permiten vivir el verde del jardín en todo momento. El barrio cerrado cuenta con una doble entrada, lo que permite una mejor circulación interna de vehículos. Ofrece excelentes alternativas para los accesos al barrio, una entrada es por la autopista del Buen Ayre y la otra por la calle Flaubert. EasyBroker ID: EB-AN8955",HAUS VILLAGE / BELLA VISTA / 115m² MAS PATIO / BUENOS AIRES VILLAGE,https://thumbs4.properati.com/6/F7EIhDPQfafSlpiChSoSTSylu7o=/trim/198x0/smart/filters:strip_icc()/s3.amazonaws.com/assets.moveglobally.com/property_images/408955/7077855/EB-AN8955.jpg%3F1485892358
16,sell,PH,Mataderos,|Argentina|Capital Federal|Mataderos|,Argentina,Capital Federal,3430787.0,"-34.6523561177,-58.5016239381",-34.6523561177,-58.5016239381,239000.0,USD,4217035.5,239000.0,140.0,98.0,1707.142857142857,2438.775510204081,,4.0,,http://www.properati.com.ar/15bpj_venta_ph_mataderos_suite_parrilla_toilette_vestidor_luminoso_placard_pedro-safier-srl_e3j,"Ventas Mataderos al frente Duplex 4 amb.- Planta Baja: Entrada de auto-Living Comedor- toilete, Cocina Comedor-diario- parque (4m x 10m) con parrilla. Planta Alta: 3 dormitorios-placard- 1 baño completo- Dormitorio principal en suite y vestidor. Todo luz y sol en excelente estado a metros de Av. J. B. Alberdi y Larrazabal .""Listo para vivir ya!!!Las medidas son aproximadas y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad. ",VENTA-MATADEROS-DUPLEX 4 AMB.,https://thumbs4.properati.com/7/XSdJtiE8ZkWgonH-7f05Mzz4XM4=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/2734/463139/files/4333929.jpg
17,sell,apartment,Barrio El Golf,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio El Golf|,Argentina,Bs.As. G.B.A. Zona Norte,,"-34.4087174767,-58.6343892841",-34.4087174767,-58.634389284099996,315000.0,USD,5558017.5,315000.0,176.0,78.0,1789.7727272727273,4038.4615384615386,,3.0,,http://www.properati.com.ar/15bpl_venta_departamentos_nordelta_balcon_suite_hidromasaje_lavadero_parrilla_terraza_toilette_vista_garage_placard_llauro-propiedades_dn3,"Excelente 3 ambientes en un 6 piso y con terraza propia en el 7 pisoEn la planta principal: Dormitorio principal en suite y Living comedor con vista al lago, Cocina integrada y lavadero, segundo baño completo que hace tambien de toilette, y el segundo dormitorio con placard con vista al verde. Parrilla y balcon.En la planta alta: una gran terraza preparado para instalar un jacuzzi.Cochera fija subterranea y bauleraBAÑOS: Equipados con sanitarios y griferias de primera calidaden linea y diseño - Mesadas de marmol o granito - Pisos y Revestimientos de porcelanato - Espejos y accesorios instalados - Muebles vanitorys diseñados especialmenteCocinas:Mesadas de granito con zócalo y bachas de acero inoxidable y griferías mono comando - Muebles especialmente diseñados para este proyecto - Anafe y horno eléctricos",3 ambientes en venta en Acqua Golf 1 en Nordelta con espectacular vista al Lago Central,https://thumbs4.properati.com/8/txJsOWitsI5tjM-QVxuoamv9pxE=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/868/504099/files/4788145.jpg
18,sell,house,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,Argentina,Bs.As. G.B.A. Zona Norte,3427753.0,"-34.425087,-58.5796585",-34.425087,-58.579658499999994,570000.0,USD,10057365.0,570000.0,270.0,270.0,2111.1111111111113,2111.1111111111113,,,,http://www.properati.com.ar/15bq1_venta_casa_tigre_suite_hidromasaje_lavadero_piscina_toilette_dependencias_losa-radiante_get-negocios-inmobiliarios,"Casa sobre lote al golf en barrio San Isidro Labrador.Planta Baja:Amplio Living comedor en doble altura,Toilette,Cocina comedor, Family/Escritorio, Lavadero, dependencia de servicio, Galería cubierta y semi cubierta.Planta Alta:Master Suite con ducha escocesa e hidromasajes doble, tres dormitorios, Baño, Escritorio y Placar de Blanco.Todos los pisos son de porcelanato.Losa Radiante en todos los ambientes y galería.Piscina con espejo de agua de 40 m2.","Casa en venta en barrio San Isidro Labrador, Tigre.",https://thumbs4.properati.com/6/4N9cpurqmDMKEXgGMwfRWHeHVno=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/10057/554773/files/5448249.jpg
19,sell,apartment,Palermo,|Argentina|Capital Federal|Palermo|,Argentina,Capital Federal,3430234.0,"-34.580503566,-58.4058744847",-34.580503566,-58.4058744847,350000.0,USD,6175575.0,350000.0,104.0,96.0,3365.384615384615,3645.833333333334,,3.0,,http://www.properati.com.ar/15bq8_venta_departamentos_palermo_balcon_baulera_suite_toilette_vestidor_luminoso_impecable_rg-montes_du0,Excelente semipiso al contra frente en Bulnes y Libertador. Espectacular pulmón muy luminoso con árboles. Buen edificio con entrada reciclada hace dos años. Hall de entrada. Living comedor de muy buenas dimensiones con salida al balcón aterrazado. Toilette de recpeción. Master Suite muy grande con vestidor y gran baño (revestimientos de marmol) también al frente. Segundo dormitorio o escritorio (chico) a aire luz muy luminoso. Muy linda cocina con muebles alemanes. Pisos de parquet. Persianas eléctricas. Aislación acústica en paredes. Detalles de muy buena calidad. Baulera común. La unidad originalmente era de dos dormitorios pero fue refaccionada al plano actual (master suite más dormitorio chico o escritorio). Impecable! ,"Bulnes y Libertador: espectacular pulmón, con balcón aterrazado reciclado a nuevo!",https://thumbs4.properati.com/8/1y9fKHLee-aQQjbk25FOhOaQqC8=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/151/556407/files/5487025.jpg
20,sell,house,Villa Giardino,|Argentina|Córdoba|Villa Giardino|,Argentina,Córdoba,3832729.0,"-31.0529852,-64.4991278",-31.052985200000002,-64.4991278,,,,,148.0,148.0,,,,,,http://www.properati.com.ar/15bqb_venta_casa_villa-giardino_suite_inmobiliaria-jaime,"Consta de: Comedor-cocina, cuatro dormitorios (uno con baño en suite), un baño, otro baño para terminar, cuarto de herramientas y amplio parque.","Casa con excelente ubicaciòn, calle asfaltada, gas natural instalado, barrio residencial, linea de colectivo urbano. Orientaciòn Sur-Este.-",https://thumbs4.properati.com/1/9Z3PZS2TK7olUo7yEwcXkY6AS_A=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/5855/557897/files/5487109.jpg
21,sell,apartment,Palermo,|Argentina|Capital Federal|Palermo|,Argentina,Capital Federal,3430234.0,"-34.590926,-58.4116653",-34.590926,-58.411665299999996,270500.0,USD,4772837.25,270500.0,118.0,73.0,2292.372881355933,3705.479452054794,,4.0,,http://www.properati.com.ar/15bqd_venta_departamentos_palermo_patio_subte-linea-d_migliorisi-propiedades_cy2,"EXCELENTE ZONA, MULTIPLES MEDIOS DE TRANSPORTE - DOS PATIOS - MUY BUEN ESTADO - A CUADRAS DE AV.SANTA FE.",Departamento de 4 ambientes en Venta en Palermo,https://thumbs4.properati.com/0/P6wPIXB1wJFLVUB68Kkxp4BJYtY=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/2171/558012/files/5948873.jpg
22,sell,house,General Rodríguez,|Argentina|Bs.As. G.B.A. Zona Oeste|General Rodríguez|,Argentina,Bs.As. G.B.A. Zona Oeste,3433780.0,"-34.6501160392,-58.9660339715",-34.6501160392,-58.966033971499996,290000.0,USD,5116905.0,290000.0,200.0,200.0,1450.0,1450.0,,,,http://www.properati.com.ar/15bqj_venta_casa_general-rodriguez_suite_gimnasio_jardin_lavadero_parrilla_piscina_toilette_vestidor_luminoso_tenis_re-max-total-i_ejb,"Edificada en 2 plantas. PB. amplio living con salida al parque, cocina con salida a la galería, todos los ambientes de pb con pisos de porcelanato.  Toilet de recepción,  lavadero,  galería con parrilla. Amplio jardín de 1000 m2.PA: 3 dormitorios con pisos  de porcelanato, uno de los cuales es en suite con vestidor, 2 baños completos. Hermosa vista abierta desde toda la planta alta. Muy luminosa! hermoso hogar a leña en el living. Cálida y acogedora.calefaccion por radeadores.la casa se  encuentra en construcción, entrega  terminada y pintada.  No incluye mobiliario de cocinaEl barrio cuenta con una completa infraestructura de servicios y propuestas deportivas y la posibilidad de vivir en un entorno seguro y rodeado de espacios verdes.Las 365 hectáreas que lo conforman están desarrolladas en 906 lotes de 1350m2 en promedio, lo que ofrece un privilegiado entorno natural y un particular microclima que se logró destinando para lotes solo el 30% de la superficie del lugar.Actividades Deportivas: Campo de Golf, Tenis, Fútbol, Cabalgatas, Equitación y Salto, Lago para deportes náuticos s/motor, Piscina-Infraestructura : Red cloacal, electricidad y gas, Telefonía e Internet, En cumplimiento de la Ley 2340 CUCICBA, Ley 10.973 de la Prov.Bs.As., Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria.",CASA EN VENTA A ESTRENAR EN EL NACIONAL,https://thumbs4.properati.com/1/ggkK2Ie5nTWBtEQCaOCkSGVCbWA=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/10494/558022/files/6167257.jpg
23,sell,apartment,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,Argentina,Bs.As. G.B.A. Zona Norte,,,,,82000.0,USD,1446849.0,82000.0,48.0,42.0,1708.333333333333,1952.3809523809525,,2.0,,http://www.properati.com.ar/15bqt_venta_departamentos_pilar_jardin_piscina_garage_re-max-total-i_ejp,"Hermoso departamento, ubicado en la calle Almirante Brown, a metros de colectora Panamericana  km 52, en la entrada a Pilar. Ademas de tener una  excelente ubicacion, este departamento esta ubicado en planta baja y tiene un lindo jardin, posee living comedor y cocina  integrada, 1 dormitorio, 1 baño , cuenta con todos los servicios . Bajas Expensas.Ademas el complejo posee una hermosa pileta, y tambien cuenta con una cochera. En cumplimiento de la Ley 2340 CUCICBA, Ley 10.973 de la Prov.Bs.As., Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria.","Excelente departamento, Impecable!!! APTO CREDITO!",https://thumbs4.properati.com/8/BHyv2zmce3bVoUcZW80Ji3ZFToU=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/10494/558042/files/5487241.jpg
